"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
-0.446405422056078,-0.446366430670595,-0.446056171207264,-0.445568699445533,-0.444703213616192,-0.444059666810347,-0.443582978733617,-0.443220393924846,-0.442936838847929,-0.442709612768525,-0.442523717523626,-0.442368951094535,-0.44223817093195
-0.201229382608052,-0.198936525416465,-0.191332125159437,-0.184343743162044,-0.175172039899234,-0.169439780526002,-0.165524596345158,-0.162682906724372,-0.160527292934531,-0.15883643754568,-0.157474848439939,-0.156354979507829,-0.1554177661089
-0.30007575378488,-0.30080290490245,-0.302930452859127,-0.304506691858149,-0.306034504526916,-0.306681839076253,-0.306989383459483,-0.307144606326451,-0.307224366973141,-0.307264068090341,-0.307281463231891,-0.30728604404578,-0.307283140650964
-0.14332085052056,-0.154575697921117,-0.173340481570526,-0.17942160516499,-0.182262696395071,-0.182913147427094,-0.183130133242928,-0.183215577710898,-0.183251112240082,-0.183265030946873,-0.183268806091249,-0.18326761189109,-0.183263963136145
-0.249034645874871,-0.247768608626019,-0.243246225638699,-0.238652758291376,-0.23199341592411,-0.227472647630163,-0.224229011365519,-0.221796642519331,-0.219908247456192,-0.2184011343191,-0.217171121090229,-0.216148593727093,-0.215285346841429
0.237814207599854,0.237481496037009,0.236449836337939,0.235589704324035,0.234570762453301,0.233988857011003,0.233612882077154,0.233350066602953,0.233156042788894,0.233006942201682,0.232888788584012,0.232792856351665,0.232713417360693
-0.232035117802729,-0.231758490427824,-0.230917395483139,-0.230235905190036,-0.229451866045378,-0.229015241671852,-0.228737346446305,-0.22854502385947,-0.228404050199126,-0.228296293922531,-0.228211257045572,-0.228142442042237,-0.228085612639658
0.439660522904574,0.440574640188419,0.442447303693887,0.443376416011777,0.444093952805629,0.444389290213075,0.444549152633463,0.444649092356514,0.444717398909861,0.444767007040986,0.444804656302165,0.444834199148508,0.444857995743557
-0.38502584799187,-0.384426197696787,-0.382320527100441,-0.380261408985805,-0.377432888534794,-0.375613736508015,-0.3743547815063,-0.373434337799033,-0.372732954619988,-0.37218111871079,-0.371735782927741,-0.371368918813497,-0.371061513402815
-0.293049706772077,-0.29329119524316,-0.293993770461913,-0.294531232628729,-0.295117359268473,-0.295429513375807,-0.295622995508822,-0.295754551138463,-0.29584976588803,-0.295921852056138,-0.29597831545804,-0.296023733788766,-0.296061056697423
-0.324677644918375,-0.32654814283971,-0.332229709438273,-0.33681391842188,-0.342028314695612,-0.344880734813836,-0.346667599374028,-0.34788801202317,-0.348772891861969,-0.349443178417825,-0.349968139995053,-0.350390228688419,-0.350736878801367
-0.0459638193830701,-0.0494532020329263,-0.0603362509103333,-0.0694654268811463,-0.080305113559992,-0.0864858606492359,-0.090467679796755,-0.0932431617691385,-0.0952870530673056,-0.0968543579385227,-0.0980940924166888,-0.0990990945421345,-0.0999301881631528
0.2487087206339,0.247313716758922,0.22635696016008,0.199047894615203,0.167084128060855,0.151086088762197,0.141767900018585,0.135716041382873,0.131481695604747,0.128357246831724,0.125958590040246,0.124059928131753,0.122520074267081
0.295733784272454,0.28656366401699,0.255108571670582,0.227564084588405,0.19589357437071,0.17889226681076,0.168430096029688,0.161374603308461,0.156304482174317,0.152488689949953,0.149514545367458,0.147131989858881,0.145180867465096
0.0985017030012243,0.0982960425392721,0.0868522116310695,0.0624753723416144,0.0302525171382645,0.0156067143664177,0.00785460761585947,0.00314246781813273,-4.59839683266018e-06,-0.00224895620637548,-0.00392788814441106,-0.00523011681346007,-0.0062691304693455
-0.36409718555524,-0.36004670473513,-0.349272120838818,-0.341979265962051,-0.334844053723573,-0.331348016282477,-0.32927549474293,-0.327904685417601,-0.326930975310557,-0.32620370757341,-0.325639857996935,-0.325189921941863,-0.324822552412614
0.20545140488446,0.206182249832092,0.208341997159511,0.210014693215961,0.211833791128213,0.212787076605833,0.213367505494316,0.213755916498813,0.214033219265791,0.214240737800757,0.214401678405067,0.214530037803325,0.214634741935517
0.00532590781311544,0.00539686323302306,0.00561478940187656,0.00579411711695383,0.00600360548961449,0.00612164605557198,0.00619722608344288,0.00624971358043128,0.00628827082924179,0.0063177857773761,0.00634110160314278,0.00635998373839231,0.00637558592877807
-0.10985475260668,-0.0803135370875763,0.0566526153429644,0.164668237101599,0.221448081579395,0.233921347288718,0.238513462515814,0.240741190256652,0.242011676976615,0.242816492657631,0.243365085726585,0.243759714817769,0.244055508310053
-0.289561841995879,-0.289417375490309,-0.288852919160424,-0.28823039855272,-0.287282441112101,-0.28662297854632,-0.286145609238788,-0.285786197468079,-0.285506581664207,-0.28528315561065,-0.28510067497592,-0.284948903975594,-0.284820733274882
-0.114664701642826,-0.11636854472275,-0.121175665721073,-0.124712781956746,-0.128446437849589,-0.130388174452595,-0.131577285970165,-0.132380041766104,-0.132958331720182,-0.133394718203047,-0.133735707853972,-0.134009491613373,-0.134234151201707
0.00990192851786954,0.00777755113743223,0.000690917611988515,-0.00562370499026364,-0.0132031956570292,-0.01739801220513,-0.0200028402365896,-0.0217613579457166,-0.0230227155405665,-0.0239693295373292,-0.0247048840213793,-0.0252923588411153,-0.0257720971657565
-0.484823706950052,-0.483748839050458,-0.480353766752052,-0.477454598607811,-0.473943972281353,-0.471903703601913,-0.470572262684587,-0.4696355297914,-0.468940850983813,-0.468405223853987,-0.467979673805612,-0.467633449085446,-0.467346271039118
0.0773172493231203,0.0785261166029921,0.0823609713969353,0.0856623842238952,0.0896965138983084,0.0920575776788335,0.0936035019172142,0.0946929428119783,0.095501557274126,0.0961253011965743,0.0966209571478064,0.0970242464555961,0.0973587539288374
